Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Vehicle Operations,Vehicle Operations Questionable,Vehicle Maintenance,Vehicle Maintenance Questionable,Facility Maintenance,Facility Maintenance Questionable,General Administration,General Administration Questionable,Reduced Reporter Expenses,Reduced Reporter Expenses Questionable,Total,Total Questionable,Purchased Transportation Reported Separately,Purchased Transportation Reported Separately Questionable
City of Maywood,Maywood,CA,90284,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,5,MB,Bus,PT,1,0,,0,,0,,0,,277767,,277767,,0,
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac Du Flambeau,WI,55300,Tribe,Reduced Reporter,2022,55,Wisconsin Non-UZA,2782206,5,MB,Bus,DO,0,0,,0,,0,,0,,0,,0,,0,
Yavapai-Apache Nation,Camp Verde,AZ,99328,Tribe,Reduced Reporter,2022,4,Arizona Non-UZA,1296856,5,DR,Demand Response,DO,0,0,,0,,0,,0,,0,,0,,0,
"City of Cincinnati, dba: Cincinnati Bell Connector",Cincinnati,OH,55311,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,16885,"Cincinnati, OH--KY",1686744,4,SR,Streetcar Rail,PT,4,1812567,,694860,,92333,,737927,,0,,3337687,,0,
Gates County,Gatesville,NC,40947,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,420428,,420428,,0,
"Pueblo of Laguna, dba: Shaa'srk'a Transit Program",Laguna,NM,60620,Tribe,Reduced Reporter,2022,35,New Mexico Non-UZA,978126,4,DR,Demand Response,DO,4,0,,0,,0,,0,,271664,,271664,,0,
Detroit Transportation Corporation,Detroit,MI,50141,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23824,"Detroit, MI",3776890,4,MG,Monorail/Automated Guideway,DO,4,5276655,,1040195,,2148617,,3042583,,0,,11508050,,0,
"City of La Junta, dba: La Junta Transit",La Junta,CO,80225,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,291087,,291087,,0,
United Keetoowah Band of Cherokee Indians in Oklahoma,Tahlequah,OK,66176,Tribe,Reduced Reporter,2022,40,Oklahoma Non-UZA,1994607,4,DR,Demand Response,DO,4,0,,0,,0,,0,,162332,,162332,,0,
County of Kenosha,Kenosha,WI,50432,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",261835,4,DR,Demand Response,PT,4,0,,0,,0,,0,,277878,,277878,,0,
City of Monterey Park,Montery Park,CA,90286,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,DR,Demand Response,DO,4,0,,0,,0,,0,,617634,,617634,,0,
McKinney Avenue Transit Authority,Dallas,TX,60133,Private-Non-Profit Corporation,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,4,SR,Streetcar Rail,DO,4,464355,,489718,,89475,,854743,,0,,1898291,,0,
McPherson County Council on Aging,Mcpherson,KS,70179,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,158513,,158513,,0,
Goshen County Senior Friendship Center,Torrington,WY,80287,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,239497,,239497,,0,
Glacier Valley Transit,Girdwood,AK,345,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,MB,Bus,PT,4,0,,0,,0,,0,,416431,,416431,,0,
City of Guntersville,Guntersville,AL,41009,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,262658,,262658,,0,
Gonzalez County Senior Citizens Association,Gonzales,TX,66279,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,138524,,138524,,0,
"Butler County Senior Service Program, dba: Butler County Public Transit",David City,NE,70121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,84294,,84294,,0,
City of Merrill,Merrill,WI,50505,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,4,0,,0,,0,,0,,415333,,415333,,0,
City of West Plains,West Plains,MO,70155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,176431,,176431,,0,
Garfield County Council on Aging,Jordan,MT,80117,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,63856,,63856,,0,
Educational Center for Independence,Chatom,AL,41000,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,244157,,244157,,0,
City of Beverly Hills,Beverly Hills,CA,90255,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,DR,Demand Response,PT,4,0,,0,,0,,0,,362735,,362735,,0,
Custer County Council on Aging,Miles City,MT,80181,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,432754,,432754,,0,
City of Tomah,Tomah,WI,50418,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,605273,,605273,,0,
City of Berlin,Berlin,WI,50506,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,300399,,300399,,0,
Caldwell Parish Council on Aging,Columbia,LA,60209,Area Agency on Aging,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,140620,,140620,,0,
"Wet Mountain Valley Rotary Community Service, Inc., dba: Rotary Service Van",Westcliffe,CO,80118,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,117908,,117908,,0,
City of Lynwood,Lynwood,CA,90281,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,MB,Bus,PT,4,0,,0,,0,,0,,1231023,,1231023,,0,
The Mashpee Wampanoag Tribe,Mashpee,MA,10184,Tribe,Reduced Reporter,2022,5167,"Barnstable Town, MA",303269,4,DR,Demand Response,DO,4,0,,0,,0,,0,,292613,,292613,,0,
City of Coconut Creek,Coconut Creek,FL,40238,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,56602,"Miami--Fort Lauderdale, FL",6077522,4,MB,Bus,DO,4,0,,0,,0,,0,,816699,,816699,,0,
"Helping Hands Agency, Inc.",Page,AZ,91016,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,MB,Bus,DO,4,0,,0,,0,,0,,686345,,686345,,0,
Lower Brule Sioux Tribe,Lower Brule,SD,88176,Tribe,Reduced Reporter,2022,46,South Dakota Non-UZA,599629,4,DR,Demand Response,DO,4,0,,0,,0,,0,,327566,,327566,,0,
South Clackamas Transportation District,Molalla,OR,301,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,MB,Bus,PT,4,0,,0,,0,,0,,1220828,,1220828,,0,
Nance Trans,Fullerton,NE,77085,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,225120,,225120,,0,
Southeast Missouri State University,Cape Girardeau,MO,70050,University,Reduced Reporter,2022,13537,"Cape Girardeau, MO--IL",55546,4,MB,Bus,DO,4,0,,0,,0,,0,,284110,,284110,,0,
Garfield County Transportation Program,Pomeroy,WA,282,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,282336,,282336,,0,
City of Clinton,Clinton,MO,70189,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,173227,,173227,,0,
City of Great Bend/Commission on Aging,Great Bend,KS,70123,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,160069,,160069,,0,
Sierra County Transportation Commission,Downieville,CA,91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,163221,,163221,,0,
County of Niagara,Lockport,NY,20957,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,PT,4,0,,0,,0,,0,,533169,,533169,,0,
Houlton Band of Maliseet Indians,Littleton,ME,11140,Tribe,Reduced Reporter,2022,23,Maine Non-UZA,995851,4,DR,Demand Response,DO,4,0,,0,,0,,0,,151852,,151852,,0,
Jackson County,Jefferson,GA,41154,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,163502,,163502,,0,
Morris County Transportation (formerly Morris Co Senior Citizens,Council Grove,KS,70072,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,126767,,126767,,0,
Seward County Handibus,Seward,NE,70246,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,315213,,315213,,0,
Bladen County,Elizabethtown,NC,41166,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,526446,,526446,,0,
Ottawa County Transportation,Minneapolis,KS,70146,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,98615,,98615,,0,
Chattooga County Transit,Summerville,GA,41012,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,169617,,169617,,0,
Senior Information Center York,York,NE,70223,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,219519,,219519,,0,
Squaxin Island Tribe,Shelton,WA,103,Tribe,Reduced Reporter,2022,53,Washington Non-UZA,1895776,4,MB,Bus,DO,4,0,,0,,0,,0,,209205,,209205,,0,
"Rush County Senior Services , dba: Ride Rush Public Transit",Rushville,IN,50280,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,329722,,329722,,0,
Turtle Mountain Band of Chippewa Indian,Belcourt,ND,88146,Tribe,Reduced Reporter,2022,38,North Dakota Non-UZA,403127,4,MB,Bus,DO,4,0,,0,,0,,0,,192548,,192548,,0,
Wayne Public Transit,Wayne,NE,70233,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,113949,,113949,,0,
"Kootenai County, dba: Kootenai County Citylink North",Coeur D Alene,ID,55,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,18451,"Coeur d'Alene, ID",121831,4,DR,Demand Response,PT,4,0,,0,,0,,0,,723138,,723138,,0,
St Martin Council on Aging,Saint Martinville,LA,60195,Area Agency on Aging,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,170809,,170809,,0,
"Shelby Senior Services , dba: ShelbyGo Public Transit",Shelbyville,IN,55664,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,286139,,286139,,0,
"Hyannis Harbor Tours, Inc.",Hyannis,MA,11239,Private-For-Profit Corporation,Full Reporter,2022,5167,"Barnstable Town, MA",303269,4,FB,Ferryboat,DO,4,10043970,,2053684,,625704,,5660406,,0,,18383764,,0,
"Morris, City of",Morris,MN,50262,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,508039,,508039,,0,
"Douglas County (Illinois), dba: Coles County Council on Aging",Charleston,IL,55315,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,239885,,239885,,0,
Clay County,Fort Gaines,GA,41140,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,394831,,394831,,0,
"Living Wells in Wabash County Council on Aging , dba: Wabash County Transit",Wabash,IN,50441,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,479775,,479775,,0,
City of Pompano Beach,Pompano Beach,FL,40257,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,56602,"Miami--Fort Lauderdale, FL",6077522,4,MB,Bus,PT,4,0,,0,,0,,0,,478611,,478611,,0,
"M-1 Rail, dba: QLINE Detroit",Detroit,MI,50213,Private-Non-Profit Corporation,Full Reporter,2022,23824,"Detroit, MI",3776890,4,SR,Streetcar Rail,DO,4,2992085,,1867956,,1402864,,3497087,,0,,9759992,,0,
City of Excelsior Springs,Excelsior Springs,MO,70162,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,4,0,,0,,0,,0,,263603,,263603,,0,
City of Americus,Americus,GA,41149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,421180,,421180,,0,
Southwest Transportation Services,Bowman,ND,80268,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,399419,,399419,,0,
County of Clark,Neillsville,WI,55327,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,TX,4,0,,0,,0,,0,,319189,,319189,,0,
Marshall County Agency on Aging,Marysville,KS,70208,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,362229,,362229,,0,
"Humboldt County, dba: Senior Citizens of Humboldt County, Inc",Winnemucca,NV,91023,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,299874,,299874,,0,
"Mineral County Pioneer Council, Inc.",Superior,MT,80173,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,12581,,12581,,0,
City of Las Vegas,Las Vegas,NM,60236,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,280674,,280674,,0,
Saline County Area Transit,Western,NE,70148,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,321039,,321039,,0,
County of La Crosse,La Crosse,WI,50442,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,PT,4,0,,0,,0,,0,,484999,,484999,,0,
Trinity County,Weaverville,CA,91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,4,0,,0,,0,,0,,711792,,711792,,0,
City of Marinette,Marinette,WI,50478,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,TX,4,0,,0,,0,,0,,470851,,470851,,0,
Casco Bay Island Transit District,Portland,ME,10088,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71263,"Portland, ME",205356,4,FB,Ferryboat,DO,4,3773562,,1847174,,219152,,1852013,,0,,7691901,,0,
"Town of Telluride, dba: Galloping Goose",Telluride,CO,88226,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,4,0,,0,,0,,0,,1502816,,1502816,,0,
"Kansas City, City of Missouri, dba: Kansas City Streetcar",Kansas City,MO,70271,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43912,"Kansas City, MO--KS",1674218,4,SR,Streetcar Rail,PT,4,2815926,,911919,,433594,,1996887,,0,,6158326,,0,
"Hancock, City of",Hancock,MI,50408,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,341835,,341835,,0,
Rice County Council on Aging,Lyons,KS,70210,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,280308,,280308,,0,
Calhoun County Senior Citizens,Port Lavaca,TX,66277,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,DR,Demand Response,PT,4,0,,0,,0,,0,,148833,,148833,,0,
"City of New Castle, dba: New Castle Transit",New Castle,IN,50358,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,828215,,828215,,0,
Walsh County Transportation Program,Park River,ND,80296,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,217410,,217410,,0,
Yavapai Regional Transit,Chino Valley,AZ,99419,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,MB,Bus,DO,4,0,,0,,0,,0,,412832,,412832,,0,
Converse County Aging Services,Douglas,WY,80216,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,148515,,148515,,0,
Muckleshoot Indian Tribe,Auburn,WA,407,Tribe,Reduced Reporter,2022,80389,"Seattle--Tacoma, WA",3544011,4,MB,Bus,DO,4,0,,0,,0,,0,,965560,,965560,,0,
Powell County Public Transportation,Deer Lodge,MT,88218,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,58722,,58722,,0,
Riverton Senior Center,Riverton,WY,80185,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,185318,,185318,,0,
"Steuben County Council on Aging, dba: Steuben County Public Transit",Angola,IN,50248,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,452605,,452605,,0,
Golden Valley/Billings County Council On Aging,Beach,ND,80270,Private-Non-Profit Corporation,Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,159388,,159388,,0,
"Independence, Inc.",Lawrence,KS,70201,Private-Non-Profit Corporation,Rural Reporter,2022,48232,"Lawrence, KS",94998,4,DR,Demand Response,DO,4,0,,0,,0,,0,,473009,,473009,,0,
Chippewa Cree Tribe,Box Elder,MT,88164,Tribe,Reduced Reporter,2022,30,Montana Non-UZA,688772,4,DR,Demand Response,DO,4,0,,0,,0,,0,,284882,,284882,,0,
Dawson County Transit,Dawsonville,GA,41057,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,4,0,,0,,0,,0,,267586,,267586,,0,
City of Monrovia,Monrovia,CA,90285,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,DR,Demand Response,PT,4,0,,0,,0,,0,,382780,,382780,,0,
City of Arvin,Arvin,CA,91027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,3,0,,0,,0,,0,,644356,,644356,,0,
"Southwestern MN Opportunity Council, Inc.",Worthington,MN,50471,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,DR,Demand Response,DO,3,0,,0,,0,,0,,213815,,213815,,0,
"Henderson County, dba: Apple Country Public Transit",Hendersonville,NC,40229,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,3358,"Asheville, NC",285776,4,MB,Bus,PT,3,0,,0,,0,,0,,899278,,899278,,0,
Municipality of Gurabo,Gurabo,PR,40123,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,79093,"San Juan, PR",1844410,4,MB,Bus,DO,3,0,,0,,0,,0,,185730,,185730,,0,
Municipality of Hatillo,Hatillo,PR,40151,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,3034,"Arecibo, PR",123724,4,DR,Demand Response,DO,3,0,,0,,0,,0,,130993,,130993,,0,
Nez Perce Tribe,Lapwai,ID,135,Tribe,Reduced Reporter,2022,16,Idaho Non-UZA,836252,4,MB,Bus,DO,3,0,,0,,0,,0,,995463,,995463,,0,
City of Woodburn,Woodburn,OR,360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,3,0,,0,,0,,0,,390303,,390303,,0,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,10174,Private-Non-Profit Corporation,Rural Reporter,2022,11755,"Burlington, VT",118032,4,DR,Demand Response,DO,3,0,,0,,0,,0,,99900,,99900,,0,
Municipality of Fajardo,Fajardo,PR,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,28981,"Fajardo, PR",68587,4,MB,Bus,DO,2,0,,0,,0,,0,,186352,,186352,,0,
Glenn Transit Service,Willows,CA,91088,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,MB,Bus,PT,2,0,,0,,0,,0,,735889,,735889,,0,
Ute Tribe,Fort Duchesne,UT,88200,Tribe,Reduced Reporter,2022,49,Utah Non-UZA,647581,4,DR,Demand Response,DO,2,0,,0,,0,,0,,221559,,221559,,0,
"Hibbing, City of",Hibbing,MN,50332,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,DR,Demand Response,DO,2,0,,0,,0,,0,,291689,,291689,,0,
City of Bellflower,Bellflower,CA,90254,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,DR,Demand Response,PT,2,0,,0,,0,,0,,166827,,166827,,0,
Ute Tribe,Fort Duchesne,UT,88200,Tribe,Reduced Reporter,2022,49,Utah Non-UZA,647581,4,MB,Bus,DO,2,0,,0,,0,,0,,74080,,74080,,0,
"Hibbing, City of",Hibbing,MN,50332,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,MB,Bus,DO,2,0,,0,,0,,0,,171579,,171579,,0,
City of Bellflower,Bellflower,CA,90254,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,MB,Bus,PT,2,0,,0,,0,,0,,532468,,532468,,0,
Columbia County-NY,Hudson,NY,20999,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,CB,Commuter Bus,PT,2,0,,0,,0,,0,,309309,,309309,,0,
Columbia County-NY,Hudson,NY,20999,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,PT,2,0,,0,,0,,0,,155901,,155901,,0,
"Archuleta County Transportation/Mountain Express Transit, dba: Mountain Express Transit",Pagosa Springs,CO,80280,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,2,0,,0,,0,,0,,37897,,37897,,0,
"City of Lewiston, dba: Lewiston Transit System",Lewiston,ID,48,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,49312,"Lewiston, ID--WA",54798,4,DR,Demand Response,DO,2,0,,0,,0,,0,,446278,,446278,,0,
"Archuleta County Transportation/Mountain Express Transit, dba: Mountain Express Transit",Pagosa Springs,CO,80280,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,2,0,,0,,0,,0,,264205,,264205,,0,
"City of Lewiston, dba: Lewiston Transit System",Lewiston,ID,48,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,49312,"Lewiston, ID--WA",54798,4,MB,Bus,DO,2,0,,0,,0,,0,,634642,,634642,,0,
Dunn County Transit Commission,Menomonie,WI,50226,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,DR,Demand Response,DO,2,0,,0,,0,,0,,166021,,166021,,0,
City of Avalon,Avalon,CA,90249,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,6,California Non-UZA,4357850,4,DR,Demand Response,PT,2,0,,0,,0,,0,,529272,,529272,,0,
Municipality of Fajardo,Fajardo,PR,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,28981,"Fajardo, PR",68587,4,DR,Demand Response,DO,2,0,,0,,0,,0,,79425,,79425,,0,
Glenn Transit Service,Willows,CA,91088,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,DR,Demand Response,PT,2,0,,0,,0,,0,,176159,,176159,,0,
Dunn County Transit Commission,Menomonie,WI,50226,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,MB,Bus,DO,2,0,,0,,0,,0,,303856,,303856,,0,
City of Avalon,Avalon,CA,90249,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,6,California Non-UZA,4357850,4,MB,Bus,PT,2,0,,0,,0,,0,,351239,,351239,,0,
Municipality of Gurabo,Gurabo,PR,40123,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,79093,"San Juan, PR",1844410,4,DR,Demand Response,DO,1,0,,0,,0,,0,,75987,,75987,,0,
"Southwestern MN Opportunity Council, Inc.",Worthington,MN,50471,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,4,MB,Bus,DO,1,0,,0,,0,,0,,142543,,142543,,0,
Nez Perce Tribe,Lapwai,ID,135,Tribe,Reduced Reporter,2022,16,Idaho Non-UZA,836252,4,DR,Demand Response,DO,1,0,,0,,0,,0,,75705,,75705,,0,
Municipality of Hatillo,Hatillo,PR,40151,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,3034,"Arecibo, PR",123724,4,MB,Bus,DO,1,0,,0,,0,,0,,85378,,85378,,0,
City of Woodburn,Woodburn,OR,360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,MB,Bus,DO,1,0,,0,,0,,0,,487438,,487438,,0,
City of Arvin,Arvin,CA,91027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,4,DR,Demand Response,DO,1,0,,0,,0,,0,,209148,,209148,,0,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,10174,Private-Non-Profit Corporation,Rural Reporter,2022,11755,"Burlington, VT",118032,4,DR,Demand Response,PT,1,0,,0,,0,,0,,23336,,23336,,0,
"Henderson County, dba: Apple Country Public Transit",Hendersonville,NC,40229,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,3358,"Asheville, NC",285776,4,DR,Demand Response,PT,1,0,,0,,0,,0,,85853,,85853,,0,
Chippewa Cree Tribe,Box Elder,MT,88164,Tribe,Reduced Reporter,2022,30,Montana Non-UZA,688772,4,MB,Bus,DO,0,0,,0,,0,,0,,0,,0,,0,
"Pueblo of Laguna, dba: Shaa'srk'a Transit Program",Laguna,NM,60620,Tribe,Reduced Reporter,2022,35,New Mexico Non-UZA,978126,4,MB,Bus,DO,0,0,,0,,0,,0,,0,,0,,0,
City of Monterey Park,Montery Park,CA,90286,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,4,MB,Bus,PT,0,0,,0,,0,,0,,0,,0,,0,
Muckleshoot Indian Tribe,Auburn,WA,407,Tribe,Reduced Reporter,2022,80389,"Seattle--Tacoma, WA",3544011,4,DR,Demand Response,DO,0,0,,0,,0,,0,,0,,0,,0,
